"","target","Gender","EngineHP","credit_history","Years_Experience","annual_claims","Marital_Status","Vehical_type","Miles_driven_annually","size_of_family","Age_bucket","credit_history_bucket","State"
"339",1,"M",199,545,1,3,"Single","Car",13285,2,"18-27","Very Poor","CT"
"340",1,"F",471,461,8,3,"Single","Truck",10132,3,"35-40","Very Poor","OK"
"341",1,"M",452,369,2,2,"Married","Car",13681,2,"18-27","Very Poor","NJ"
"342",1,"M",141,726,19,1,"Married","Van",6920,2,">40","Good","WV"
"343",1,"M",145,788,10,0,"Married","Van",14892,3,"18-27","Very Good","CT"
"344",1,"F",111,735,29,1,"Single","Car",11696,1,">40","Good","SD"
"345",0,"F",316,584,7,1,"Single","Utility",13403,8,"35-40","Fair","CT"
"346",0,"F",95,683,4,1,"Married","Car",31241,7,"18-27","Good","NJ"
"347",1,"M",85,716,19,0,"Married","Van",5094,3,"28-34","Good","CT"
"348",0,"F",135,779,31,0,"Married","Truck",11835,3,">40","Very Good","CT"
"349",1,"F",122,741,10,0,"Married","Car",9772,2,">40","Very Good","CT"
"350",1,"F",300,339,7,2,"Single","Truck",12364,8,"35-40","Very Poor","MD"
"351",1,"F",123,692,9,1,"Married","Truck",45817,8,"18-27","Good","NJ"
"352",1,"M",93,727,14,0,"Married","Utility",9727,7,">40","Good","WV"
"353",1,"M",104,671,32,1,"Married","Van",11229,5,">40","Good","CT"
"354",1,"M",129,743,15,1,"Married","Van",9932,6,"28-34","Very Good","CT"
"355",1,"F",147,686,19,1,"Married","Car",16323,1,"28-34","Good","CT"
"356",1,"F",86,786,14,1,"Married","Truck",11705,4,"35-40","Very Good","NJ"
"357",1,"F",245,674,5,1,"Married","Car",71509,7,"18-27","Good","IL"
"358",1,"F",622,735,24,0,"Married","Car",20670,4,">40","Good","CT"
"359",1,"M",219,551,1,3,"Married","Car",10307,1,"18-27","Very Poor","CT"
"360",1,"F",138,701,14,0,"Married","Car",52676,4,"28-34","Good","LA"
"361",1,"M",233,509,2,2,"Married","Car",14878,7,"18-27","Very Poor","CT"
"362",1,"M",120,500,14,3,"Married","Truck",12862,5,">40","Very Poor","NJ"
"363",1,"M",94,772,25,1,"Married","Van",9747,5,">40","Very Good","NJ"
"364",1,"M",150,769,14,1,"Married","Van",10087,3,">40","Very Good","CT"
"365",0,"F",112,729,18,1,"Married","Car",7093,1,">40","Good","KY"
"366",1,"M",140,687,37,0,"Married","Truck",12705,3,">40","Good","WV"
"367",1,"M",120,732,20,1,"Single","Utility",6385,5,">40","Good","VT"
"368",0,"M",99,795,18,1,"Married","Van",11713,8,">40","Very Good","CT"
"369",0,"F",656,678,6,1,"Married","Car",23696,7,"18-27","Good","CT"
"370",1,"M",85,689,15,1,"Married","Van",14751,5,">40","Good","NJ"
"371",1,"F",148,696,25,2,"Married","Car",5751,7,">40","Good","WV"
"372",1,"M",276,690,5,3,"Married","Car",12829,4,"18-27","Good","OK"
"373",1,"M",91,650,6,2,"Married","Truck",39145,6,"35-40","Fair","NJ"
"374",1,"M",88,578,6,0,"Married","Utility",87360,5,"18-27","Very Poor","NJ"
"375",1,"M",121,767,21,1,"Married","Van",13675,8,">40","Very Good","FL"
"376",1,"M",109,672,18,0,"Married","Van",10067,8,">40","Good","NJ"
"377",1,"F",120,754,11,3,"Married","Truck",17264,3,">40","Very Good","CT"
"378",1,"M",133,703,21,1,"Married","Van",7794,6,">40","Good","CT"
"379",0,"M",141,684,36,1,"Married","Van",7452,5,">40","Good","NJ"
"380",0,"F",100,783,5,0,"Married","Car",14946,2,"18-27","Very Good","NJ"
"381",0,"F",678,674,23,0,"Married","Car",16132,4,">40","Good","NJ"
"382",1,"F",423,601,6,2,"Single","Truck",10263,4,"35-40","Fair","CT"
"383",1,"F",169,360,1,1,"Married","Car",89696,2,"<18","Very Poor","ND"
"384",1,"F",472,702,7,3,"Single","Truck",13267,8,">40","Good","NJ"
"385",1,"M",258,667,3,0,"Single","Utility",13703,5,"18-27","Fair","CT"
"386",1,"M",91,681,22,1,"Married","Van",5392,3,">40","Good","HI"
"387",1,"F",326,547,2,0,"Married","Truck",41406,5,"<18","Very Poor","NH"
"388",1,"M",91,770,8,0,"Married","Van",13576,1,"18-27","Very Good","CT"
"389",1,"F",296,616,8,0,"Single","Utility",12378,4,"35-40","Fair","KY"
"390",1,"F",125,752,3,0,"Married","Truck",21084,8,"18-27","Very Good","MN"
"391",1,"M",124,756,16,0,"Married","Van",7443,3,">40","Very Good","MI"
"392",0,"F",210,591,5,0,"Single","Truck",10061,2,"35-40","Fair","OK"
"393",0,"M",106,692,13,1,"Married","Utility",14090,5,"35-40","Good","VA"
"394",0,"F",219,690,5,2,"Single","Truck",10071,3,"35-40","Good","NJ"
"395",1,"M",155,487,2,2,"Single","Car",14019,1,"18-27","Very Poor","VT"
"396",1,"M",141,690,6,1,"Married","Van",13054,7,"18-27","Good","VT"
"397",1,"M",209,733,1,3,"Married","Car",12222,8,"18-27","Good","CO"
"398",1,"F",104,625,7,2,"Single","Van",63214,3,"35-40","Fair","GA"
"399",0,"F",197,690,6,1,"Married","Car",81271,1,"18-27","Good","IA"
"400",1,"F",308,644,7,0,"Single","Truck",12353,8,"35-40","Fair","CT"
"401",1,"F",217,739,7,2,"Single","Truck",10210,6,"35-40","Good","NJ"
"402",1,"M",199,642,1,2,"Single","Car",40071,6,"18-27","Fair","NJ"
"403",1,"M",149,486,8,4,"Married","Truck",12292,3,"35-40","Very Poor","VA"
"404",1,"F",539,670,6,0,"Married","Car",23041,7,"18-27","Good","NJ"
"405",1,"F",135,756,30,1,"Married","Car",15703,8,">40","Very Good","NJ"
"406",0,"M",530,772,7,1,"Married","Truck",11909,4,"28-34","Very Good","NJ"
"407",1,"M",157,727,19,1,"Married","Truck",7835,2,"35-40","Good","SC"
"408",1,"M",497,677,3,3,"Single","Utility",14113,5,"18-27","Good","NJ"
"409",0,"F",402,710,8,2,"Single","Truck",10492,3,"35-40","Good","NJ"
"410",1,"F",149,775,17,1,"Married","Car",17537,1,"35-40","Very Good","MT"
"411",1,"F",100,671,24,1,"Married","Car",10041,2,">40","Good","OH"
"412",1,"M",353,429,4,3,"Married","Car",12805,1,"18-27","Very Poor","NJ"
"413",1,"F",676,730,37,1,"Married","Car",10428,4,">40","Good","CA"
"414",1,"M",136,783,15,0,"Married","Truck",10066,2,"35-40","Very Good","NJ"
"415",1,"M",137,692,5,0,"Married","Van",35641,1,"18-27","Good","AZ"
"416",1,"F",153,678,10,0,"Married","Car",5521,1,">40","Good","CT"
"417",1,"M",138,768,12,0,"Single","Utility",5055,2,">40","Very Good","TN"
"418",1,"M",92,752,5,1,"Single","Utility",5647,1,"18-27","Very Good","CT"
"419",1,"F",420,621,5,2,"Single","Utility",12208,6,"35-40","Fair","PA"
"420",1,"M",106,756,10,0,"Married","Van",9581,8,"18-27","Very Good","NJ"
"421",1,"M",142,716,31,1,"Married","Truck",8357,7,">40","Good","NJ"
"422",1,"M",144,690,22,1,"Single","Utility",12585,4,">40","Good","CT"
"423",1,"F",321,736,7,0,"Married","Car",86492,4,"18-27","Good","OK"
"424",1,"M",103,697,32,1,"Married","Van",13265,3,">40","Good","NJ"
"425",0,"M",134,791,18,0,"Married","Van",14581,6,">40","Very Good","CT"
"426",1,"M",108,705,14,0,"Married","Van",8074,3,"35-40","Good","NJ"
"427",1,"F",81,706,13,0,"Married","Car",50858,2,">40","Good","CT"
"428",1,"M",101,712,10,1,"Married","Truck",93164,4,"18-27","Good","OK"
"429",1,"M",107,778,37,1,"Married","Van",11272,1,">40","Very Good","CT"
"430",0,"M",124,543,8,2,"Married","Truck",13583,4,"35-40","Very Poor","NJ"
"431",0,"M",114,798,11,1,"Single","Utility",6723,8,">40","Very Good","NJ"
"432",0,"F",643,692,35,0,"Married","Car",5331,7,">40","Good","CT"
"433",1,"F",123,687,7,1,"Married","Truck",6099,6,"18-27","Good","CT"
"434",1,"F",265,669,6,0,"Single","Truck",13651,3,"35-40","Fair","NM"
"435",1,"M",158,684,9,0,"Married","Truck",11402,2,"18-27","Good","SD"
"436",1,"F",359,313,6,3,"Single","Truck",10262,7,"35-40","Very Poor","NJ"
"437",1,"M",343,660,5,1,"Married","Car",23576,5,"18-27","Fair","NJ"
"438",0,"F",124,761,10,0,"Married","Truck",6768,2,"18-27","Very Good","CT"
"439",1,"F",156,781,16,1,"Married","Car",6397,7,"35-40","Very Good","NJ"
"440",1,"F",507,752,5,0,"Married","Car",5955,5,"18-27","Very Good","NJ"
"441",0,"M",289,593,1,3,"Single","Car",75925,2,"18-27","Fair","CT"
"442",0,"F",134,692,8,1,"Married","Truck",28297,4,"28-34","Good","NJ"
"443",1,"M",116,676,35,1,"Married","Van",11042,7,">40","Good","WV"
"444",1,"F",125,791,13,1,"Married","Truck",5924,2,">40","Very Good","NJ"
"445",0,"M",132,776,15,1,"Married","Utility",14400,3,">40","Very Good","WV"
"446",0,"M",138,770,17,1,"Married","Van",13283,2,"35-40","Very Good","NV"
"447",1,"M",126,730,7,1,"Married","Truck",66803,5,"18-27","Good","KY"
"448",1,"M",161,373,5,4,"Married","Truck",14176,2,"35-40","Very Poor","CT"
"449",0,"F",124,765,1,1,"Married","Car",16839,2,"<18","Very Good","NJ"
"450",0,"M",152,791,39,1,"Married","Van",7211,4,">40","Very Good","CT"
"451",1,"M",97,580,6,3,"Married","Truck",67799,8,"35-40","Fair","NE"
"452",0,"F",158,710,8,0,"Married","Car",71822,7,"18-27","Good","RI"
"453",0,"F",106,792,5,3,"Married","Truck",19687,2,"18-27","Very Good","NJ"
"454",0,"M",423,468,4,2,"Married","Car",16067,1,"18-27","Very Poor","CO"
"455",1,"F",125,643,8,3,"Single","Van",71513,1,"35-40","Fair","NJ"
"456",0,"M",244,694,2,3,"Single","Utility",11367,1,"18-27","Good","NJ"
"457",1,"M",98,696,10,1,"Married","Van",57521,6,"18-27","Good","AR"
"458",1,"M",86,755,37,0,"Married","Truck",10278,6,">40","Very Good","WY"
"459",1,"M",119,746,5,0,"Single","Utility",14342,4,"18-27","Very Good","CT"
"460",0,"F",128,794,25,1,"Married","Car",24500,5,">40","Very Good","CT"
"461",1,"M",459,687,2,3,"Single","Car",10016,4,"18-27","Good","CA"
"462",1,"F",101,779,12,0,"Married","Car",12803,2,">40","Very Good","ME"
"463",1,"M",245,627,1,2,"Married","Car",21050,4,"18-27","Fair","WV"
"464",0,"M",396,631,2,3,"Married","Car",29946,8,"18-27","Fair","CT"
"465",1,"M",92,786,31,0,"Married","Utility",12706,8,">40","Very Good","CT"
"466",0,"M",116,676,34,1,"Married","Van",6311,4,">40","Good","WI"
"467",1,"M",217,596,4,0,"Married","Car",13120,3,"18-27","Fair","NJ"
"468",1,"M",300,668,2,3,"Single","Car",84148,3,"18-27","Fair","NJ"
"469",1,"M",271,676,1,2,"Married","Car",11071,6,"18-27","Good","NC"
"470",1,"M",97,783,18,1,"Married","Van",5695,3,"35-40","Very Good","NJ"
"471",0,"F",137,779,21,0,"Married","Car",8294,5,">40","Very Good","NJ"
"472",1,"M",343,431,2,3,"Married","Car",10973,2,"18-27","Very Poor","CT"
"473",1,"M",93,659,7,3,"Married","Truck",67776,3,">40","Fair","CT"
"474",1,"M",459,681,2,1,"Married","Car",14163,5,"18-27","Good","CT"
"475",0,"F",489,599,7,3,"Single","Truck",13610,4,"35-40","Fair","NJ"
"476",1,"F",128,799,7,0,"Married","Car",21135,1,"18-27","Very Good","TN"
"477",1,"F",108,670,28,0,"Married","Car",13054,4,">40","Good","MO"
"478",1,"M",253,827,2,2,"Married","Car",10002,8,"18-27","Exceptional","CT"
"479",1,"F",125,734,22,1,"Single","Car",7579,4,">40","Good","NV"
"480",0,"M",447,622,3,3,"Single","Car",11347,6,"18-27","Fair","CT"
"481",1,"M",111,394,3,2,"Single","Car",14369,8,"18-27","Very Poor","NJ"
"482",0,"F",155,698,23,0,"Married","Car",9101,3,">40","Good","CT"
"483",1,"M",412,636,4,0,"Married","Car",14238,2,"18-27","Fair","CT"
"484",0,"M",619,681,38,1,"Married","Van",5319,7,">40","Good","WV"
"485",1,"M",420,675,5,2,"Married","Car",14924,2,"18-27","Good","NJ"
"486",0,"F",520,723,38,1,"Married","Truck",8929,2,">40","Good","NJ"
"487",1,"M",194,670,4,2,"Single","Car",10688,3,"18-27","Good","IA"
"488",0,"M",171,701,3,2,"Single","Car",12188,8,"18-27","Good","TX"
"489",1,"M",124,843,16,1,"Single","Utility",6517,5,">40","Exceptional","NC"
"490",1,"F",142,790,14,1,"Single","Car",5980,6,"35-40","Very Good","CT"
"491",1,"M",116,741,23,1,"Married","Van",9453,4,">40","Very Good","VT"
"492",1,"M",146,728,14,1,"Married","Van",12341,7,"35-40","Good","MD"
"493",1,"F",80,776,12,0,"Married","Car",6438,7,"35-40","Very Good","NJ"
"494",1,"F",409,694,8,2,"Single","Truck",11647,7,"35-40","Good","NJ"
"495",0,"F",122,673,20,0,"Married","Car",5633,2,">40","Good","CA"
"496",0,"F",97,688,28,0,"Married","Truck",7561,1,">40","Good","FL"
"497",1,"F",106,712,14,0,"Married","Car",14335,5,"35-40","Good","ID"
"498",1,"M",117,688,3,0,"Married","Van",10729,6,"<18","Good","LA"
"499",0,"M",201,828,2,2,"Single","Car",10043,1,"18-27","Exceptional","WV"
"500",1,"F",116,677,9,1,"Married","Car",48153,4,"18-27","Good","IA"
"501",1,"M",534,696,39,1,"Married","Car",7627,8,">40","Good","CT"
"502",0,"F",157,784,18,1,"Married","Car",15855,8,"35-40","Very Good","NJ"
"503",1,"F",386,715,7,3,"Single","Truck",14043,8,"35-40","Good","NJ"
"504",1,"F",457,687,30,1,"Married","Car",20251,7,">40","Good","CT"
"505",1,"F",116,726,14,1,"Married","Truck",10206,7,">40","Good","AR"
"506",1,"F",633,674,14,0,"Married","Car",18930,8,"28-34","Good","KS"
"507",0,"M",147,614,4,3,"Single","Car",51453,6,"18-27","Fair","CT"
"508",1,"F",271,695,6,3,"Single","Truck",14383,3,"35-40","Good","MS"
"509",0,"F",160,720,15,1,"Married","Truck",13982,6,">40","Good","NJ"
"510",0,"F",158,778,27,0,"Married","Car",22721,8,">40","Very Good","CT"
"511",1,"F",143,693,9,0,"Married","Car",93984,8,"18-27","Good","CT"
"512",1,"M",173,739,4,3,"Single","Car",12510,8,"18-27","Good","NJ"
"513",1,"F",338,641,5,1,"Single","Truck",13456,5,">40","Fair","MO"
"514",0,"F",361,704,32,1,"Married","Truck",7197,7,">40","Good","NJ"
"515",1,"M",97,697,7,1,"Married","Utility",82814,1,"28-34","Good","MO"
"516",1,"F",380,646,7,3,"Single","Truck",13038,3,"35-40","Fair","NJ"
"517",1,"F",328,686,6,2,"Single","Truck",12403,2,"35-40","Good","CT"
"518",1,"F",228,590,6,2,"Single","Van",22240,4,"35-40","Fair","CT"
"519",1,"M",166,703,5,3,"Single","Car",10602,2,"18-27","Good","CT"
"520",1,"M",159,771,3,0,"Single","Utility",7602,5,"<18","Very Good","MO"
"521",0,"F",154,673,3,1,"Married","Car",6406,2,"18-27","Good","OK"
"522",1,"M",163,729,5,2,"Married","Truck",13805,7,">40","Good","NJ"
"523",1,"M",126,763,24,0,"Married","Van",11106,1,">40","Very Good","CT"
"524",1,"F",98,607,7,2,"Single","Truck",36323,6,"35-40","Fair","CT"
"525",1,"M",104,796,25,0,"Married","Van",7964,4,">40","Very Good","NJ"
"526",0,"M",173,314,3,2,"Single","Car",11768,7,"18-27","Very Poor","NJ"
"527",1,"M",677,767,3,1,"Married","Truck",13214,5,"<18","Very Good","CT"
"528",1,"F",533,735,5,0,"Married","Car",15380,3,"18-27","Good","NJ"
"529",1,"M",81,694,36,1,"Married","Van",9313,1,">40","Good","WI"
"530",0,"M",280,314,3,1,"Married","Car",14621,7,"18-27","Very Poor","CT"
"531",1,"M",130,752,20,1,"Married","Van",13505,2,">40","Very Good","NJ"
"532",1,"F",154,739,30,0,"Single","Car",7595,4,">40","Good","TN"
"533",0,"M",411,590,5,0,"Married","Car",14366,5,"18-27","Fair","NJ"
"534",0,"F",449,695,37,1,"Single","Car",11724,7,">40","Good","CT"
"535",0,"F",274,675,5,0,"Married","Car",81890,1,"18-27","Good","CT"
"536",1,"M",146,789,19,1,"Single","Utility",13094,1,">40","Very Good","NJ"
"537",1,"M",175,676,2,3,"Single","Car",14697,3,"18-27","Good","CT"
"538",1,"M",122,716,17,1,"Married","Van",5015,7,">40","Good","CT"
"539",0,"M",475,611,1,1,"Married","Car",99277,4,"18-27","Fair","NJ"
"540",1,"F",378,607,1,0,"Married","Car",13474,7,"<18","Fair","NJ"
"541",1,"F",251,701,5,2,"Single","Truck",11609,3,"35-40","Good","VT"
"542",0,"F",425,626,8,2,"Single","Van",16059,1,"35-40","Fair","VT"
"543",1,"M",159,727,16,0,"Married","Van",12596,6,">40","Good","DE"
"544",1,"M",142,774,35,1,"Married","Van",8492,4,">40","Very Good","NM"
"545",0,"M",496,648,5,0,"Married","Car",20294,7,"18-27","Fair","IL"
"546",1,"F",401,819,7,2,"Single","Truck",18999,7,"35-40","Exceptional","ND"
"547",1,"M",358,693,5,3,"Married","Car",12173,8,"18-27","Good","MD"
"548",1,"M",141,673,35,0,"Single","Utility",8901,8,">40","Good","NJ"
"549",0,"M",140,674,22,0,"Married","Van",9754,2,">40","Good","NM"
"550",1,"M",194,699,5,3,"Single","Car",13140,4,"18-27","Good","CT"
"551",1,"F",91,783,18,1,"Married","Car",10235,4,">40","Very Good","TX"
"552",0,"M",198,631,4,1,"Single","Car",11536,7,"18-27","Fair","CT"
"553",0,"F",138,628,7,2,"Single","Van",33701,4,"35-40","Fair","NJ"
"554",1,"M",166,560,1,3,"Single","Car",10360,6,"18-27","Very Poor","NJ"
"555",1,"M",136,424,3,2,"Single","Car",13237,5,"18-27","Very Poor","NJ"
"556",1,"M",149,754,30,1,"Married","Van",14961,3,">40","Very Good","AR"
"557",1,"M",338,658,5,1,"Single","Car",10129,2,"18-27","Fair","CT"
"558",1,"F",137,792,8,0,"Married","Truck",5517,6,"18-27","Very Good","CT"
"559",1,"F",115,750,6,0,"Married","Truck",5553,5,"18-27","Very Good","NJ"
"560",0,"M",156,770,23,0,"Married","Truck",11206,8,">40","Very Good","NJ"
"561",0,"M",284,819,2,2,"Single","Utility",11600,7,"18-27","Exceptional","CT"
"562",0,"M",107,675,5,1,"Married","Van",6252,3,"18-27","Good","PA"
"563",0,"M",82,742,16,1,"Married","Van",10880,5,">40","Very Good","VT"
"564",1,"M",282,812,1,3,"Single","Car",12847,7,"18-27","Exceptional","CT"
"565",0,"M",149,780,20,0,"Married","Van",9143,3,"28-34","Very Good","AL"
"566",0,"M",151,674,18,0,"Single","Utility",5346,7,">40","Good","CT"
"567",1,"M",202,617,4,1,"Married","Car",11035,1,"18-27","Fair","CT"
"568",1,"M",382,338,2,2,"Single","Utility",20751,1,"18-27","Very Poor","CT"
"569",1,"M",103,719,11,0,"Married","Van",6082,4,">40","Good","NJ"
"570",1,"F",83,733,10,0,"Married","Car",36138,4,">40","Good","NV"
"571",1,"F",358,687,7,3,"Single","Truck",14648,3,"35-40","Good","MN"
"572",1,"F",314,737,5,1,"Married","Car",33891,4,"18-27","Good","NJ"
"573",0,"F",126,752,14,1,"Married","Car",20174,2,">40","Very Good","MS"
"574",1,"M",140,719,18,1,"Married","Truck",11247,7,">40","Good","NJ"
"575",1,"F",102,670,17,1,"Married","Car",8611,2,"35-40","Good","IA"
"576",1,"F",274,680,25,0,"Married","Car",6613,5,">40","Good","NJ"
"577",1,"F",121,786,11,0,"Married","Car",12443,1,">40","Very Good","UT"
"578",1,"F",141,752,5,0,"Married","Car",7825,6,"18-27","Very Good","CT"
"579",1,"M",258,560,3,2,"Single","Car",12482,4,"18-27","Very Poor","WA"
"580",1,"F",149,789,17,3,"Married","Truck",18283,5,">40","Very Good","CT"
"581",1,"M",140,726,28,0,"Married","Van",8133,6,">40","Good","MN"
"582",1,"F",107,678,17,0,"Single","Car",11605,6,"28-34","Good","NH"
"583",1,"M",141,657,6,2,"Married","Truck",38443,7,"35-40","Fair","NJ"
"584",1,"M",142,695,12,0,"Married","Truck",8335,8,">40","Good","NJ"
"585",1,"M",177,459,1,3,"Single","Car",11607,6,"18-27","Very Poor","NJ"
"586",1,"M",444,661,2,1,"Married","Car",92241,6,"18-27","Fair","WV"
"587",0,"F",98,509,5,2,"Single","Van",11375,2,"35-40","Very Poor","CT"
"588",1,"M",481,617,4,0,"Single","Car",12674,7,"18-27","Fair","LA"
"589",1,"M",591,693,39,1,"Married","Van",9020,2,">40","Good","CT"
"590",0,"M",402,710,3,3,"Single","Utility",13014,8,"18-27","Good","ME"
"591",1,"M",133,745,3,0,"Married","Van",12487,1,"<18","Very Good","NJ"
"592",1,"M",107,715,18,1,"Single","Utility",5346,7,">40","Good","NJ"
"593",1,"M",99,526,7,3,"Married","Truck",14438,5,"35-40","Very Poor","NJ"
"594",1,"F",109,677,9,2,"Married","Car",38288,6,"18-27","Good","CT"
"595",1,"M",157,402,5,3,"Single","Car",12965,7,"18-27","Very Poor","ND"
"596",0,"F",150,694,18,1,"Single","Car",9821,3,">40","Good","CT"
"597",0,"M",95,797,15,1,"Single","Utility",6375,1,">40","Very Good","NJ"
"598",1,"M",136,733,5,1,"Married","Van",39748,5,"18-27","Good","NJ"
"599",1,"M",106,767,31,0,"Married","Van",11287,3,">40","Very Good","DE"
"600",1,"F",122,766,20,0,"Married","Truck",10664,7,">40","Very Good","VT"
"601",1,"F",691,719,39,0,"Married","Truck",12826,5,">40","Good","NJ"
"602",1,"M",93,773,20,1,"Married","Truck",5623,1,"28-34","Very Good","DE"
"603",1,"F",398,549,5,2,"Single","Truck",11426,1,"35-40","Very Poor","NJ"
"604",1,"F",470,335,6,2,"Single","Truck",11566,8,"35-40","Very Poor","TX"
"605",1,"F",116,799,21,1,"Married","Car",21430,7,">40","Very Good","NJ"
"606",0,"F",349,672,8,0,"Married","Car",94941,5,"18-27","Good","NJ"
"607",0,"M",140,689,25,0,"Married","Van",7934,4,">40","Good","NJ"
"608",1,"F",122,749,28,1,"Married","Truck",20203,2,">40","Very Good","MD"
"609",0,"F",110,671,11,0,"Married","Truck",13033,2,">40","Good","VT"
"610",0,"M",130,687,5,2,"Married","Truck",11307,8,"35-40","Good","CT"
"611",1,"F",117,765,19,0,"Single","Car",13779,1,"28-34","Very Good","ID"
"612",0,"F",114,674,23,0,"Married","Truck",14142,6,">40","Good","GA"
"613",0,"F",109,726,5,0,"Single","Car",54915,3,"28-34","Good","NJ"
"614",0,"F",159,678,3,0,"Married","Car",9954,1,"18-27","Good","AR"
"615",1,"M",117,676,10,1,"Married","Truck",66358,5,"18-27","Good","AL"
"616",1,"F",151,769,17,1,"Married","Car",22231,6,">40","Very Good","CT"
"617",1,"M",260,543,4,3,"Single","Utility",10436,7,"18-27","Very Poor","MD"
"618",1,"M",81,703,16,0,"Married","Van",12535,7,"35-40","Good","NJ"
"619",0,"M",144,791,21,1,"Married","Truck",7802,8,">40","Very Good","MT"
"620",0,"M",176,616,5,0,"Single","Car",12192,3,"18-27","Fair","NJ"
"621",0,"F",80,560,6,0,"Married","Truck",41480,4,"18-27","Very Poor","NJ"
"622",1,"M",365,603,1,3,"Married","Car",66675,4,"18-27","Fair","CT"
"623",0,"M",326,820,1,3,"Single","Car",13023,8,"18-27","Exceptional","NJ"
"624",1,"F",152,776,25,0,"Married","Truck",6838,2,">40","Very Good","NJ"
"625",0,"M",416,470,2,2,"Married","Car",12034,2,"18-27","Very Poor","NJ"
"626",1,"F",133,695,19,0,"Married","Truck",7409,5,">40","Good","FL"
"627",1,"M",152,723,19,0,"Married","Van",7068,4,">40","Good","GA"
"628",1,"M",141,770,10,1,"Single","Utility",14403,7,"18-27","Very Good","PA"
"629",1,"F",360,706,8,3,"Single","Utility",13787,4,"35-40","Good","CT"
"630",1,"M",462,669,3,3,"Married","Car",10703,1,"18-27","Fair","VT"
"631",1,"M",135,677,21,0,"Married","Van",5413,2,">40","Good","CT"
"632",1,"F",114,673,17,0,"Married","Truck",13802,7,">40","Good","VT"
"633",0,"F",105,716,19,1,"Married","Truck",7621,5,">40","Good","CT"
"634",1,"F",92,701,14,1,"Married","Car",9657,4,"35-40","Good","CT"
"635",1,"F",450,735,20,0,"Married","Car",24902,1,">40","Good","CT"
"636",1,"F",122,755,21,1,"Married","Car",16494,5,">40","Very Good","CT"
"637",1,"F",313,613,6,0,"Single","Truck",10643,3,"35-40","Fair","CT"
"638",0,"F",324,843,8,3,"Single","Utility",20811,6,"35-40","Exceptional","WI"
"639",1,"M",157,692,22,0,"Married","Truck",6482,3,">40","Good","NJ"
"640",1,"F",203,383,6,3,"Single","Truck",14729,5,"35-40","Very Poor","CT"
"641",0,"F",362,732,7,2,"Single","Truck",12336,6,"35-40","Good","KS"
"642",1,"M",113,793,40,0,"Married","Van",8361,7,">40","Very Good","NJ"
